content_id,summary
542653,"Among all of the tributes being put out for beloved actor Sushant Singh Rajput on his first death anniversary, many were eager to see what Rhea Chakraborty would say or do on the day of 14th June.The actress and former girlfriend of the late actor, Rhea Chakraborty has written a heartbreaking caption that focuses on how Sushant has left a void in her heart and life forever.Remembering her ‘bebu’ the actress wrote, “There isn’t a moment where I believe that you aren’t here anymore."
542652,"The charity stream was organised to raise funds for COVID relief and Anand simultaneously play against celebrities like Aamir Khan, Arijit Singh and Riteish Deshmukh.However, people were not convinced with Kamath's victory and claimed that the businessman had cheated in order to beat Anand in the match.Anand responded by saying, ""Yesterday was a celebrity simul for people to raise money It was a fun experience upholding the ethics of the game."
542651,"Mumbai's G/North ward of which Dharavi, Dadar and Mahim come under, reported nine cases in total, as stated by the civic body.Dharavi, known to be Asia's largest slum, houses over 8 lakh people in a densely populated area.Cases in Maharashtra have also come down significantly, considering over 60,000 people were testing positive for the coronavirus daily around mid-April."
542650,"An elderly Muslim man was brutally beaten in Uttar Pradesh's Ghaziabad district for not chanting 'Jai Shri Ram' slogan, as per reports in TNN and ABP.Abdul Samad was allegedly kidnapped by miscreants who took him to an isolated place, assaulted him and forced him to chant 'Jai Shri Ram’ and 'Vande Mataram'.In the recent past, several incidents of clashes and violence have been reported in different parts of the country over chanting of ‘Jai Shri Ram’ slogan."
542648,"Filmmaker Anil Sharma's blockbuster hit Gadar starring actors, Sunny Deol and Ameesha Patel in lead roles are all set to complete 20 years 15th June 2021.While the film opened to insane box-office collections and has garnered a cult status since two decades of its release, Sunny Deol himself is surprised and never had an estimate as to how popular the film's songs and dialogues would eventually be.I remember I was in Ooty shooting for a film when Anil Sharma narrated the story to me, I instantly loved the subject."
542646,"BJP MP from Uttar Pradesh Ravi Kishan, a former actor in Bhojpuri and Hindi films, has written a letter to the Union Minister for Information and Broadcasting as well as Chief Ministers of Uttar Pradesh and Bihar seeking a ban on the vulgar content in Bhojpuri movies.""I will also discuss with Chief Minister Yogi Adityanath about setting up a censor board in Uttar Pradesh for films, especially for Bhojpuri language,"" he had said last year while talking about the issue.He brought in a Bill in Parliament through private members legislation to include Bhojpuri in the eight language schedule."
542645,"Leader of the right-wing Yamina party, Bennett, has forged an alliance to oust Netanyahu who had been in power for the last 12 years.Earlier, PM Modi thanked Benjamin Netanyahu for his ""personal attention"" to India-Israel strategic partnership.The personal chemistry between the two leaders has often been talked about in the Israeli media and Prime Minister Modi got a royal welcome during his historic trip to the Jewish state in July 2017 when Netanyahu accompanied him almost like a shadow during his entire visit."
542643,"A TV journalist in UP's Pratapgarh district died in what police have called a 'motorcycle accident' as per a report in NDTV.""Mr Shrivastava was returning on his motorcycle after media coverage, at around 11 pm at night on Sunday.He was taken to the district hospital where the doctors declared him dead,"" said Surendra Dwivedi, a senior police official in Pratapgarh."
542642,"Also Read: After Losing 5G Case, Juhi Chawla Says She Isn’t Against 5G TechThe 5G network is currently being tested in Gurgaon’s Cyber Hub in the Millenium city.A few months ago this year, Airtel became the first telecom operator to test 5G speeds over a live network using a liberalised spectrum in the 1800MHz band.The report also states that Airtel and Vodafone have opted for Finland’s Nokia and Sweden’s Ericsson for the network hardware, whereas BSNL is working on teaming up with state-run Centre for Development of Telematics (C-DoT)."
542641,"There appears to be no substantial evidence to suggest that children will be more affected or have greater illness severity due to COVID-19 in the anticipated third wave, according to a new report.BCCL/ Representational ImageThe Lancet COVID-19 Commission India Task Force prepared the report after convening an experts group comprising leading paediatricians from the country to examine the issue of ‘paediatric COVID-19' in India.It said the infection's symptomatology in children in India appears to be globally comparable."
542637,"According to an AFP report, several white yachts are seen every day sailing through the emirate's bays, canals and islands, while others are docked along the coast in Gulf waters overlooking the skyline of high-rise towers.The UAE made up of seven emirates including Dubai, launched an energetic vaccination drive with some of the highest inoculation rates worldwide, and continues to enforce strict rules on wearing masks and social distancing.Sayyed said that his company follows all the rules and that even on the most luxurious “party yachts"", there are Covid-19 regulations still in place, including the need for passengers to socially distance themselves from each other and wear masks."
